NODE	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.113594	0.110239	0.104176	0.0962283	0.087134	0.0775109	0.0678496	0.0585211	0.0497914	0.0418363	0.0347588	0.0286102	0.0234203	0.019199	0.0157594	0.0129509	0.0106527	0.00876779	0.00721887	0.00594395	0.00489339	0.0040272	0.00331301	0.00272437	0.00223958	0.00184068	0.00151282	0.00124364	0.00102295	0.000842362	0.000695111	0.000576209	0.000483502	0.000422007	
N2	0.383205	0.135651	0.0680436	0.049641	0.0438242	0.0409182	0.0388552	0.0374803	0.036859	0.0368254	0.0231361	0.0196065	0.0143449	0.0126684	0.0100857	0.00881794	0.00695301	0.00582987	0.00445628	0.00363305	0.00276783	0.00229502	0.00183671	0.00163329	0.00142909	0.00137963	0.00128734	0.00127168	0.00117077	0.00109521	0.000955346	0.000817835	0.000661841	0.00056376	
N3	0.372608	0.12679	0.0596402	0.0427298	0.0404453	0.0433874	0.0484236	0.0532263	0.0556283	0.054407	0.0290388	0.0205241	0.0115902	0.00821288	0.00509939	0.00374763	0.00257601	0.00223107	0.00199014	0.00223788	0.00234561	0.00268511	0.00256609	0.00249664	0.0019486	0.00150732	0.00092157	0.00055047	0.000259349	0.000118082	4.49085e-005	1.58333e-005	4.86832e-006	1.66122e-006	
N4	0.354199	0.120498	0.0592269	0.046726	0.0498302	0.0583571	0.0655697	0.0662773	0.0593682	0.0474525	0.0191478	0.0103868	0.00449723	0.00284606	0.00192467	0.00211053	0.00247599	0.00363783	0.00438647	0.00548057	0.00502032	0.00454648	0.00289092	0.00183573	0.000794459	0.000358761	0.00010662	3.61667e-005	7.99164e-006	2.33255e-006	5.60468e-007	1.44692e-007	3.0126e-008	6.85032e-009	
N5	0.349125	0.119937	0.0608835	0.0505825	0.0560433	0.0651317	0.0691559	0.0640734	0.0524723	0.039416	0.0138619	0.00734439	0.00308728	0.0024309	0.00204996	0.00296464	0.00370291	0.00576533	0.00633891	0.00777236	0.00608664	0.00549504	0.00288228	0.00203157	0.000721503	0.000450105	0.000113507	6.60433e-005	9.32339e-006	4.26577e-006	7.66274e-007	4.31358e-007	1.60957e-007	9.36066e-008	
N6	0.339043	0.120968	0.0665153	0.0593141	0.0652445	0.0686248	0.0626387	0.0498956	0.0363383	0.025498	0.00835336	0.00530569	0.00315832	0.00421714	0.00486813	0.00837705	0.0099422	0.0141912	0.0128218	0.0134137	0.00851787	0.00666851	0.00302677	0.00191276	0.000653226	0.000351837	9.02862e-005	4.02671e-005	6.11177e-006	2.18536e-006	4.87294e-007	2.05391e-007	6.41816e-008	2.68052e-008	
N7	0.324882	0.131003	0.0771824	0.0560787	0.0383354	0.0219729	0.0110833	0.00581772	0.00438337	0.00660685	0.00907077	0.0222107	0.033963	0.0581463	0.060595	0.0619286	0.0392184	0.0237827	0.00911936	0.00349396	0.000857186	0.00022394	3.72849e-005	6.99545e-006	8.15453e-007	1.12594e-007	9.28207e-009	9.74981e-010	5.88281e-011	5.04216e-012	3.34137e-013	2.43937e-014	1.41195e-015	9.07069e-017	
N8	0.315101	0.126121	0.0652478	0.0363032	0.0185455	0.00871486	0.00445513	0.00325711	0.0046787	0.0128816	0.0216346	0.0505701	0.070815	0.092813	0.0760592	0.0540138	0.024647	0.0103393	0.00277088	0.000828783	0.000150092	4.34704e-005	6.68142e-006	2.15162e-006	3.01051e-007	8.76045e-008	9.5877e-009	2.11435e-009	1.32296e-010	2.20961e-011	1.92374e-012	3.18444e-013	3.35467e-014	4.90678e-015	
Acanthoxyla_geisovii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.0167951	0.000582219	9.35538e-006	1.39323e-007	2.16951e-009	1.33183e-009	5.47873e-007	0.000167566	0.0222679	0.761406	0.183377	0.0149348	0.000450507	8.83645e-006	9.55388e-008	8.29531e-010	4.67346e-012	2.66414e-014	1.04847e-016	4.9001e-019	1.48562e-021	5.37945e-024	1.21303e-026	3.21421e-029	5.36882e-032	1.05246e-034	1.34037e-037	2.01564e-040	2.03862e-043	2.41825e-046	2.22473e-049	2.12151e-052	1.63716e-055	1.28797e-058	
Acanthoxyla_inermis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Clitarchus_hookeri	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.319081	0.111783	0.0428982	0.0168744	0.0067152	0.00347589	0.00329775	0.00588674	0.0169978	0.0525398	0.0703366	0.105967	0.0975128	0.0790058	0.0419517	0.0184251	0.00551793	0.00142616	0.000256338	4.51322e-005	5.51407e-006	8.49326e-007	8.66111e-008	1.43808e-008	1.35083e-009	2.13276e-010	1.63315e-011	2.10517e-012	1.21965e-013	1.37505e-014	1.09197e-015	1.06944e-016	7.61623e-018	6.10676e-019	
Ctenomorpha_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Extatosoma_tiaratum	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Podacanthus_wilkinsoni	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acrophylla_titan	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.333696	0.125434	0.0725401	0.0625173	0.0618665	0.0586763	0.050974	0.0417841	0.034545	0.0308857	0.0158077	0.0142997	0.0113267	0.0140893	0.0140989	0.0163435	0.0136753	0.0118272	0.00730057	0.00465785	0.00211632	0.00102293	0.000343528	0.000127831	3.1755e-005	9.21079e-006	1.71012e-006	3.98708e-007	5.86613e-008	1.16208e-008	1.84454e-009	3.07942e-010	4.19994e-011	6.32047e-012	
N12	0.334762	0.132349	0.0787374	0.0639344	0.0564395	0.0484569	0.0396958	0.032952	0.0311977	0.0357351	0.0225561	0.0235354	0.0190706	0.021083	0.0179372	0.0159889	0.0109019	0.00741366	0.00393121	0.00207713	0.000810669	0.000318288	8.50904e-005	2.52033e-005	4.58744e-006	1.13703e-006	1.45831e-007	3.37259e-008	2.5925e-009	5.21718e-010	6.37289e-011	1.93266e-011	4.49407e-012	1.20532e-012	
N13	0.142575	0.0484154	0.0237534	0.0213578	0.023264	0.020938	0.0184889	0.0332588	0.0878225	0.184494	0.131888	0.108591	0.0488172	0.0283684	0.0157918	0.0175758	0.0151609	0.0144676	0.00786954	0.00471334	0.0015803	0.000624995	0.000137941	3.78614e-005	5.71711e-006	1.11502e-006	1.1367e-007	1.60194e-008	1.05114e-009	1.16339e-010	9.2035e-012	9.23374e-013	6.97926e-014	6.24795e-015	
