NODE	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.115401	0.111934	0.10568	0.0974963	0.088148	0.0782688	0.0683574	0.0587906	0.0498413	0.0416945	0.034462	0.0282005	0.0229384	0.0186762	0.0152194	0.0124111	0.0101249	0.00825983	0.00673512	0.00548642	0.00446246	0.00362231	0.00293313	0.00236843	0.00190663	0.00153	0.00122391	0.000976142	0.000776535	0.000616598	0.000489355	0.000389415	0.000313757	0.000264947	
N2	0.391699	0.140079	0.0705643	0.0515778	0.045754	0.0429394	0.0407601	0.0389182	0.0374861	0.0364115	0.0222206	0.018245	0.0129312	0.0110858	0.00856636	0.00728834	0.00557897	0.00453145	0.00332617	0.0025756	0.00182792	0.00137954	0.000974421	0.000742198	0.000541738	0.000431912	0.000335386	0.000283389	0.000231374	0.000199639	0.000166087	0.000139274	0.000112252	9.5735e-005	
N3	0.409643	0.144778	0.0708251	0.0499184	0.0431156	0.0400918	0.0384514	0.0377184	0.0376264	0.0376715	0.0223724	0.0180544	0.0121097	0.00988126	0.00707723	0.00563091	0.00396341	0.00301584	0.00205612	0.001524	0.00103426	0.000776842	0.000549696	0.000438666	0.000337312	0.000291215	0.000238822	0.000210315	0.000168889	0.00013944	0.000106409	8.07054e-005	5.7797e-005	4.44583e-005	
N4	0.414594	0.144069	0.0677005	0.0462469	0.0402139	0.0389851	0.0397735	0.0415781	0.0435062	0.0444653	0.0242885	0.018314	0.0106937	0.00797925	0.00499843	0.00369032	0.00233156	0.00170733	0.00108985	0.000823502	0.000560982	0.000470028	0.000364801	0.000344248	0.000285942	0.000267136	0.000204041	0.000166735	0.000107894	7.52504e-005	4.62165e-005	2.9382e-005	1.70265e-005	1.09242e-005	
N5	0.429765	0.147569	0.0685483	0.0471421	0.0416749	0.0408511	0.041498	0.042187	0.0417928	0.039612	0.0212083	0.0146241	0.00789946	0.00526496	0.00299327	0.00200012	0.00118315	0.00083588	0.00055737	0.00047056	0.000388537	0.000391385	0.000351366	0.000344884	0.000274653	0.000226622	0.000145186	9.66339e-005	4.94499e-005	2.76318e-005	1.35614e-005	7.18163e-006	3.49002e-006	1.88712e-006	
N6	0.435127	0.148511	0.0683757	0.0467657	0.0414645	0.0410248	0.0420172	0.04285	0.0425681	0.0406279	0.0195447	0.0129025	0.00612089	0.00388977	0.00197125	0.00132793	0.000771817	0.000640976	0.000491683	0.000531861	0.000479561	0.000529749	0.000432801	0.000401582	0.000259809	0.00019015	9.31133e-005	5.37779e-005	1.94234e-005	9.04979e-006	3.34782e-006	1.54356e-006	6.33657e-007	3.2684e-007	
N7	0.420213	0.14203	0.0659078	0.0476425	0.0468091	0.0508182	0.0534283	0.0512571	0.0441695	0.0343981	0.0123966	0.00652889	0.00260038	0.00177037	0.00119799	0.00140941	0.00150479	0.00219448	0.00234568	0.00297213	0.00249754	0.00242792	0.0015012	0.00109371	0.000489221	0.000266136	8.42462e-005	3.45728e-005	7.64472e-006	2.5409e-006	6.39243e-007	1.9223e-007	4.60781e-008	1.3342e-008	
N8	0.405407	0.146607	0.0765237	0.0598517	0.0553396	0.0487539	0.0391166	0.0299141	0.0229508	0.018333	0.00768682	0.006465	0.0051115	0.00767861	0.0088949	0.0132045	0.0127474	0.0135354	0.00912261	0.00675897	0.0032359	0.00178179	0.0006272	0.000261395	6.58342e-005	2.00753e-005	3.39284e-006	7.39522e-007	7.88986e-008	1.30928e-008	1.58721e-009	2.31092e-010	2.57417e-011	3.37799e-012	
N9	0.396955	0.14712	0.0775965	0.0571972	0.0478315	0.0384208	0.0288222	0.0211966	0.0165345	0.0153693	0.0082319	0.0106136	0.0110028	0.0177392	0.0194174	0.0246989	0.0201485	0.0182245	0.0102727	0.00707045	0.0028764	0.00169727	0.000540343	0.000295031	7.78352e-005	3.8198e-005	7.88063e-006	3.11026e-006	3.5329e-007	1.06453e-007	1.82249e-008	6.11442e-009	1.39409e-009	4.59638e-010	
