NODE	2	3	4	5	6	7	8	9	10	11	12	13	14	
N1	4.48894e-010	0.0222227	8.51785e-008	4.71262e-009	0.977753	2.4092e-005	1.94444e-010	1.32267e-017	1.57646e-019	6.83057e-021	7.21006e-018	6.36649e-020	2.0308e-022	
N2	4.26541e-009	0.00378792	5.86352e-008	8.28315e-007	0.996203	8.42357e-006	2.35302e-010	5.22551e-013	2.91157e-013	4.87446e-014	1.58623e-008	1.94236e-013	4.6607e-015	
N3	5.05731e-010	0.000801736	1.55328e-008	5.36197e-007	0.999192	5.29426e-006	4.35542e-011	1.50044e-013	1.67151e-013	6.31041e-013	2.119e-008	2.69625e-013	5.06255e-015	
N4	3.29226e-011	8.391e-005	8.2024e-009	6.62301e-007	0.999911	4.28922e-006	2.79122e-011	1.08166e-013	2.68167e-012	7.80268e-011	2.38542e-008	2.90355e-013	2.58753e-015	
N5	3.57859e-016	1.49865e-007	1.29325e-012	7.42994e-009	1	5.09561e-008	5.70787e-015	6.03999e-018	7.48762e-018	7.90756e-014	2.45546e-008	4.88891e-015	1.09361e-018	
N6	6.3516e-019	2.6623e-010	5.00829e-014	1.52206e-008	0.0565019	1.72279e-009	7.6505e-017	1.42755e-016	1.19161e-009	0.00102281	0.942475	3.76131e-008	3.23488e-011	
N7	5.59975e-019	7.11274e-011	2.0265e-013	7.31347e-010	0.0362364	2.94862e-009	3.95864e-016	2.35538e-015	4.05801e-010	0.000987944	0.962775	3.14033e-007	4.49013e-009	
N8	1.41474e-022	3.74782e-013	4.60639e-016	2.67512e-010	0.00117167	1.74414e-011	4.36574e-019	1.28088e-018	9.9942e-011	0.0118089	0.987019	4.6546e-008	1.31986e-011	
N9	2.30829e-022	2.62504e-013	4.8996e-016	2.43967e-010	0.00103584	1.35265e-011	2.7782e-019	6.3893e-017	1.17329e-010	0.0118133	0.987151	4.49545e-008	2.12829e-010	
Atrachelacris_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N10	1.38644e-020	1.39595e-012	2.90358e-014	1.40005e-011	0.000251937	1.16924e-010	1.39342e-014	6.68771e-013	1.58989e-009	0.00232586	0.997415	6.54196e-006	1.66231e-007	
N11	4.1015e-031	2.16611e-015	1.50835e-018	2.31257e-012	1.68741e-006	6.50885e-014	2.56874e-021	3.3032e-016	1.03255e-010	0.00524223	0.994756	1.95226e-007	7.55668e-011	
Leiotettix_pulcher	0	0	0	0	0	0	0	0	0	1	0	0	0	
Scotussa_lemniscata	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_impudica	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_daguerrei	0	0	0	0	0	0	0	0	0	1	0	0	0	
Leiotettix_viridis	0	0	0	0	0	0	0	0	0	0	1	0	0	
N12	2.20292e-019	9.91756e-012	1.6397e-013	1.58102e-007	0.000462145	2.80158e-010	1.06912e-015	6.87825e-014	1.2577e-006	0.940745	0.0587916	1.29549e-007	8.50228e-010	
Dichromatos_lilloanus	0	0	0	0	0	0	0	0	0	1	0	0	0	
Ronderosia_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N13	1.74023e-017	2.3276e-008	1.22766e-013	8.76042e-008	1	1.18322e-008	2.7008e-017	1.40642e-017	1.80608e-016	2.74208e-014	2.45568e-008	4.28312e-016	2.12389e-019	
N14	4.44815e-014	1.20219e-008	3.3847e-008	0.00135393	0.963505	9.93727e-007	1.05933e-011	8.98641e-010	3.17468e-005	5.03486e-005	0.0350577	4.33873e-008	1.21136e-009	
Chlorus_bolivianus	0	0	0	0	0	0	0	0	1	0	0	0	0	
Marellia_remipes	0	0	0	0	0	0	0	0	0	0	1	0	0	
N15	9.67013e-018	3.67934e-009	1.04657e-012	4.42517e-009	1	4.07982e-008	6.77546e-016	9.14306e-018	1.24964e-018	5.2025e-016	2.45643e-008	1.84609e-015	4.43651e-018	
N16	7.37483e-018	9.22618e-010	9.4437e-012	1.45325e-008	1	1.35385e-007	1.10731e-014	4.77859e-016	1.8295e-017	6.82445e-014	2.45666e-008	7.39559e-015	4.83412e-017	
N17	1.54956e-018	1.10036e-009	4.49474e-011	8.84086e-008	1	5.78152e-008	1.70637e-015	5.28589e-016	3.51176e-014	1.97362e-011	2.45475e-008	2.75963e-015	1.53186e-017	
N18	4.22051e-018	4.23097e-010	1.37506e-010	9.03675e-005	0.358183	3.97102e-008	1.43339e-014	1.87034e-011	1.33613e-005	0.00565711	0.636056	5.42674e-008	7.6113e-011	
Dichroplus_conspersus	0	0	0	0	0	0	0	0	0	0	1	0	0	
N19	7.00367e-017	1.23635e-010	1.80642e-010	0.0048965	0.330341	2.63531e-008	2.53797e-014	2.05961e-011	0.00153369	0.49871	0.164518	2.06647e-008	1.54734e-010	
Dichroplus_pratensis	0	0	0	0	0	0	0	0	1	0	0	0	0	
Tropidostethus_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N20	2.61268e-015	6.30687e-009	5.51721e-008	1.99884e-006	0.999998	2.35608e-007	4.16815e-013	6.0756e-013	8.95235e-013	2.77578e-011	2.4535e-008	1.40745e-014	1.55174e-015	
N21	1.57254e-010	8.04365e-007	0.000235188	0.0017673	0.997996	4.48746e-007	8.53176e-012	8.75372e-012	1.08685e-011	4.26099e-010	2.35575e-008	6.82912e-015	1.15751e-017	
Dichroplus_democraticus	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_silveiraguidoi	0	0	1	0	0	0	0	0	0	0	0	0	0	
N22	8.84753e-019	2.82586e-010	3.25637e-013	3.58424e-010	0.0189503	3.29445e-009	4.33487e-015	8.80558e-016	1.43942e-013	3.63308e-008	0.981049	5.87784e-007	7.45588e-010	
N23	4.16589e-026	8.37479e-016	3.64519e-020	5.40694e-015	3.76851e-005	5.15127e-014	1.71202e-022	4.21574e-023	1.89552e-019	5.68473e-010	0.999962	6.99647e-009	2.91744e-013	
Dichroplus_exilis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_fuscus	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_schulzi	0	0	0	0	0	0	0	0	0	0	1	0	0	
N24	3.98911e-018	7.46437e-010	1.2166e-012	8.06709e-010	0.0244656	7.55562e-009	1.69896e-014	3.77498e-015	5.20476e-013	6.9594e-008	0.975533	1.09971e-006	1.98894e-009	
Dichroplus_elongatus	0	0	0	0	0	0	0	0	0	0	1	0	0	
N25	1.64703e-022	2.379e-013	6.07886e-017	9.41124e-013	0.000563853	8.29372e-012	2.76818e-019	6.68377e-020	1.64269e-014	1.30505e-006	0.999435	7.35063e-008	3.3407e-011	
N26	1.61891e-032	1.05086e-016	9.75552e-020	1.8712e-012	1.18461e-005	3.71521e-014	1.5263e-023	1.25064e-019	5.08379e-013	0.000483478	0.999505	1.01868e-008	2.8425e-012	
Dichroplus_paraelongatus	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_patruelis	0	0	0	0	0	0	0	0	0	1	0	0	0	
Ommexecha_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
N27	9.19279e-016	1.65965e-008	5.11184e-010	6.06587e-008	0.316624	5.60267e-007	4.51859e-012	1.00446e-012	1.39308e-010	2.61415e-007	0.683372	3.43523e-006	8.7889e-008	
Paulinia_acuminata	0	0	0	0	0	0	0	0	0	0	1	0	0	
Pseudoscopas_nigrigena	0	0	0	0	0	0	0	0	0	0	1	0	0	
N28	6.76771e-012	1.04911e-005	4.08195e-009	2.43129e-005	0.492697	1.96287e-006	2.11002e-011	6.17685e-012	4.92248e-007	0.00233076	0.504932	2.63723e-006	8.62676e-008	
N29	1.20425e-013	7.6127e-008	3.187e-009	0.00028066	0.287538	9.25202e-008	1.21993e-012	2.48737e-010	4.02259e-006	0.00262644	0.70955	7.11041e-007	6.81302e-010	
N30	1.15833e-015	6.98341e-008	3.78844e-009	1.89117e-006	0.179859	4.21022e-008	8.84373e-012	1.77812e-010	4.82539e-008	8.94212e-005	0.820047	2.37468e-006	2.94963e-007	
Dichroplus_maculipennis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Ommatolampis_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_vittatus	0	0	0	0	0	0	0	0	1	0	0	0	0	
Leiotettix_flavipes	0	0	0	0	0	0	0	0	0	1	0	0	0	
N31	6.6245e-011	6.06749e-005	8.48936e-009	2.68688e-007	0.378667	2.48624e-006	8.29392e-011	1.37014e-011	1.03865e-009	6.73299e-007	0.621257	1.10626e-005	4.29655e-007	
N32	2.94639e-013	9.98458e-007	2.61849e-010	1.89752e-008	0.0711893	1.8389e-007	2.30086e-012	3.51465e-013	2.7681e-011	5.74543e-007	0.928795	1.3564e-005	1.35759e-007	
N33	2.07905e-014	1.18178e-007	3.1939e-011	4.79631e-009	0.0326729	4.83264e-008	2.30022e-013	5.86304e-014	1.1779e-011	5.59638e-007	0.967317	8.94049e-006	2.13888e-007	
Dichromorpha_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
Hyalopteryx_rufipennis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Leptysma_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
N34	1.54319e-013	3.90692e-007	2.97915e-010	1.64369e-008	0.0407724	1.55224e-007	6.64198e-012	1.87518e-012	9.50544e-011	1.2697e-006	0.95919	3.52224e-005	3.66569e-007	
N35	1.2893e-022	2.86461e-013	2.41652e-018	4.85208e-014	4.6523e-005	4.69722e-013	3.03264e-020	1.23291e-020	9.17281e-018	4.09891e-009	0.999953	8.62906e-008	4.72931e-012	
Schistocerca_cancellata	0	0	0	0	0	0	0	0	0	0	1	0	0	
Schistocerca_pallens	0	0	0	0	0	0	0	0	0	0	1	0	0	
Schistocerca_flavofasciata	0	0	0	0	0	0	0	0	0	0	1	0	0	
N36	1.22704e-011	4.58783e-005	1.41032e-009	4.49602e-008	0.194361	5.02161e-007	5.88294e-012	3.46161e-013	1.83796e-011	2.07671e-007	0.805586	6.55034e-006	3.45865e-008	
N37	1.73311e-012	3.52788e-006	4.22701e-010	2.92117e-008	0.0734877	2.47449e-007	3.73771e-012	8.7107e-013	6.75864e-010	2.7447e-005	0.926462	1.83762e-005	5.39651e-007	
N38	6.16149e-018	3.10208e-010	5.73663e-014	3.25884e-011	0.000845914	3.0792e-010	1.28609e-015	6.23823e-016	5.2803e-014	1.54218e-007	0.999149	4.44669e-006	3.90513e-009	
Diponthus_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
Prionolopha_serrata	0	0	0	0	0	0	0	0	0	0	1	0	0	
N39	1.03792e-014	4.16995e-008	2.22855e-011	1.16704e-007	0.00960664	1.80834e-008	2.4796e-013	1.02557e-012	2.85814e-008	0.00435913	0.986023	1.1174e-005	1.31754e-007	
Xyleus_insignis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Xyleus_laevipes	0	0	0	0	0	0	0	0	0	1	0	0	0	
N40	2.20527e-011	2.23879e-005	1.39607e-009	7.50189e-008	0.157367	7.00709e-007	8.92625e-012	1.81e-012	4.30863e-010	1.57062e-006	0.842587	1.90395e-005	2.34055e-006	
Xyleus_modestus	0	0	0	0	0	0	0	0	0	0	1	0	0	
