NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.0934449	0.093331	0.0929848	0.0921503	0.0904969	0.0876663	0.0833165	0.0771906	0.0692197	0.0596267	0.0489699	0.0380726	0.0278425	0.0190445	0.012125	0.00715531	0.00389992	0.00195719	0.000902042	0.00038095	0.000147142	5.18976e-005	1.66928e-005	4.89128e-006	1.30457e-006	3.16518e-007	6.98316e-008	1.40078e-008	2.55526e-009	4.24208e-010	6.42218e-011	8.91621e-012	1.15463e-012	1.5315e-016	5.92014e-017	3.10951e-017	
N2	0.111385	0.103892	0.0980246	0.0930962	0.0884094	0.0833766	0.0775969	0.0708923	0.0624421	0.0535357	0.0438678	0.034767	0.02612	0.0189198	0.0128963	0.00849463	0.00523235	0.00315205	0.00176717	0.000997624	0.000521971	0.000289299	0.000146902	8.35198e-005	4.22083e-005	2.45957e-005	1.22017e-005	7.01425e-006	3.35221e-006	1.86796e-006	8.75672e-007	4.91142e-007	2.49985e-007	1.59205e-007	1.06711e-007	1.00315e-007	
N3	0.0864511	0.0846456	0.086276	0.0886755	0.0894606	0.0873503	0.0824717	0.0758888	0.0675295	0.0593698	0.0504366	0.041765	0.0326757	0.0244237	0.0169526	0.0111397	0.0067483	0.00386729	0.00203926	0.00102083	0.000470426	0.000207006	8.40152e-005	3.28002e-005	1.18571e-005	4.15631e-006	1.35599e-006	4.32032e-007	1.28928e-007	3.77267e-008	1.03969e-008	2.81198e-009	7.22971e-010	1.85447e-010	4.9157e-011	1.82956e-011	
N4	0.164519	0.172087	0.18416	0.177476	0.141702	0.0900975	0.0450403	0.0177252	0.00549583	0.00136895	0.000275377	4.55658e-005	6.23236e-006	7.16116e-007	6.93643e-008	5.74631e-009	4.07863e-010	2.51442e-011	1.34623e-012	6.34704e-014	2.62896e-015	9.71442e-017	3.18585e-018	9.44925e-020	2.51293e-021	6.14945e-023	1.36778e-024	2.87568e-026	5.62863e-028	1.08501e-029	2.01182e-031	3.79486e-033	6.9484e-035	1.27552e-036	2.22613e-038	4.57552e-040	
Cryptocercus_primarius	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cryptocercus_relictus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cryptocercus_punctulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.101831	0.0955156	0.0909492	0.0873399	0.0839969	0.0804044	0.0762343	0.0713215	0.0644376	0.0570151	0.0482649	0.0397758	0.0310966	0.0236118	0.0168961	0.0117751	0.00769539	0.00494166	0.00296366	0.00177426	0.000987192	0.000560234	0.000292922	0.000159763	7.92783e-005	4.17978e-005	1.97401e-005	1.00457e-005	4.55596e-006	2.26345e-006	1.01878e-006	5.14035e-007	2.47883e-007	1.38852e-007	8.42746e-008	7.04832e-008	
N6	0.0699591	0.0670956	0.0665178	0.0673616	0.0688746	0.0704651	0.0717145	0.0723579	0.0705383	0.0676991	0.062067	0.0557494	0.047296	0.0392987	0.0305351	0.0233968	0.0166121	0.0118117	0.00770607	0.00515726	0.00312452	0.0019995	0.00113468	0.000699117	0.000373213	0.00022101	0.000110582	6.23576e-005	2.93872e-005	1.59089e-005	7.29746e-006	3.9805e-006	1.99256e-006	1.24902e-006	8.38943e-007	7.95419e-007	
N7	0.0100291	0.010957	0.0135441	0.0179187	0.0243209	0.0329273	0.0436815	0.0562277	0.0686175	0.0807871	0.0897273	0.095731	0.0952323	0.090053	0.0781864	0.0640294	0.0476011	0.0333749	0.0211122	0.0126796	0.0068445	0.00354626	0.00164547	0.000742543	0.000299365	0.000119087	4.22937e-005	1.50516e-005	4.81816e-006	1.57027e-006	4.67964e-007	1.43683e-007	4.14786e-008	1.252e-008	3.8347e-009	1.59063e-009	
N8	0.00405969	0.00476362	0.00668585	0.0103526	0.0165817	0.026336	0.0404061	0.058928	0.0801539	0.101724	0.118308	0.125717	0.119795	0.1022	0.076891	0.0511805	0.0297895	0.0152801	0.00683526	0.00269894	0.000929898	0.000284417	7.60646e-005	1.82311e-005	3.83105e-006	7.31917e-007	1.22935e-007	1.91953e-008	2.65104e-009	3.54137e-010	4.29344e-011	5.41135e-012	6.55612e-013	8.60198e-014	1.11957e-014	2.15465e-015	
N9	0.00377523	0.00444632	0.00635353	0.0101158	0.0165888	0.0265579	0.0403815	0.0578276	0.0777713	0.0983921	0.115586	0.124542	0.120746	0.104464	0.0795901	0.0534949	0.0313536	0.0162464	0.0072932	0.00295734	0.00102541	0.000347787	9.65464e-005	3.34952e-005	8.19407e-006	3.69952e-006	8.49183e-007	4.38036e-007	8.9753e-008	4.28829e-008	7.58211e-009	3.16481e-009	5.12089e-010	2.12695e-010	6.03611e-011	4.97065e-011	
Blatta_orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.0001743	0.000268305	0.000878965	0.00439049	0.0202326	0.0694172	0.162985	0.25015	0.245171	0.155948	0.066124	0.0194461	0.00409253	0.000638214	7.54645e-005	6.95577e-006	5.07269e-007	2.9972e-008	1.44645e-009	5.83899e-011	1.97479e-012	5.76314e-014	1.44208e-015	3.23268e-017	6.37238e-019	1.18351e-020	1.98804e-022	3.32484e-024	5.12854e-026	8.09906e-028	1.17845e-029	1.73284e-031	2.32647e-033	3.06511e-035	3.67723e-037	4.97666e-039	
Periplaneta_australasiae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Periplaneta_fuliginosa	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
