NODE	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.105916	0.103069	0.0979364	0.0912243	0.0835278	0.0752972	0.0668634	0.0584923	0.0504265	0.0428907	0.0360685	0.0300817	0.0250016	0.0208559	0.0174718	0.0147045	0.0124334	0.010559	0.00900004	0.00769168	0.00658311	0.00563572	0.00482094	0.00411808	0.00351212	0.00299181	0.00254806	0.00217284	0.00185854	0.00159774	0.00138338	0.00120949	0.00107335	0.00098264	
N2	0.29924	0.104547	0.0505315	0.036844	0.0358304	0.0405548	0.0481974	0.0555108	0.0592524	0.057902	0.0328394	0.023304	0.0137314	0.00971719	0.00647108	0.00527971	0.00463542	0.00529677	0.0064202	0.00883242	0.0111061	0.0139998	0.0150174	0.0153958	0.0131639	0.0105835	0.00708714	0.004441	0.00233327	0.00114869	0.000491797	0.000195881	7.05114e-005	2.75094e-005	
N3	0.293146	0.102353	0.049405	0.036413	0.0363946	0.0422776	0.0506039	0.0576273	0.060564	0.0595333	0.0318707	0.0225097	0.0124982	0.00896072	0.00584242	0.00513991	0.00473049	0.00600975	0.00744848	0.0106993	0.0129964	0.0162834	0.0163191	0.0161909	0.0126352	0.00968158	0.00577995	0.00342161	0.00154709	0.000701795	0.000258179	9.84013e-005	3.67529e-005	2.22459e-005	
N4	0.247922	0.0893219	0.0468006	0.0390982	0.0432603	0.0507357	0.0569725	0.0609316	0.0623478	0.0599521	0.0291048	0.0188566	0.00933281	0.0071214	0.00589467	0.00821839	0.0110573	0.0172934	0.0210042	0.0260204	0.0245239	0.0232825	0.0167783	0.0121575	0.0064548	0.00349049	0.00131111	0.000535908	0.000144701	5.10379e-005	1.56612e-005	5.66914e-006	1.70883e-006	5.28824e-007	
N5	0.237137	0.0873049	0.0483519	0.0430084	0.0502679	0.0609347	0.0675985	0.0662653	0.0574431	0.0448334	0.0204856	0.0123264	0.00665862	0.00570311	0.00634496	0.0105994	0.0162169	0.0252575	0.0300359	0.0333878	0.027579	0.0210024	0.011797	0.00608658	0.00229228	0.000807518	0.000207235	5.33558e-005	1.04586e-005	2.306e-006	4.36593e-007	8.18498e-008	1.27122e-008	2.07099e-009	
N6	0.240479	0.0891398	0.0518283	0.0495108	0.0598324	0.0705005	0.0721061	0.0626528	0.0467378	0.0306762	0.0126768	0.00695056	0.00435362	0.00502231	0.00778614	0.0143408	0.0229304	0.0330079	0.0365501	0.0344307	0.0241768	0.0145225	0.00637467	0.00249232	0.000688542	0.000188711	3.40572e-005	7.67904e-006	9.26092e-007	1.91555e-007	2.47887e-008	7.58728e-009	2.06612e-009	7.00918e-010	
N7	0.245463	0.0947459	0.0602088	0.0620814	0.0735427	0.0761898	0.0637781	0.0442939	0.0271233	0.015778	0.00574645	0.00387999	0.00387182	0.00753863	0.0143926	0.0277915	0.0394253	0.0474076	0.0394742	0.0272757	0.0128434	0.00525457	0.00143094	0.000382836	6.41563e-005	1.35252e-005	1.5383e-006	2.98976e-007	2.19456e-008	3.91015e-009	4.35439e-010	9.39423e-011	1.47861e-011	2.55405e-012	
N8	0.261867	0.110177	0.0773492	0.0745981	0.0666603	0.0460936	0.025211	0.0120495	0.00581002	0.00373448	0.00251424	0.00493124	0.0101348	0.0257769	0.0453684	0.0689986	0.0659566	0.0520388	0.0254114	0.0112036	0.00302015	0.000896193	0.000155753	3.69201e-005	4.6375e-006	8.74947e-007	7.78862e-008	1.09859e-008	6.4641e-010	7.47813e-011	6.06277e-012	6.26282e-013	4.62738e-014	3.64716e-015	
N9	0.265849	0.115536	0.0722131	0.0489886	0.027477	0.012306	0.00522877	0.00286923	0.00286993	0.00624698	0.00973879	0.0281953	0.0508007	0.0923123	0.0991169	0.0872045	0.0459573	0.0201124	0.00535352	0.00136739	0.000210467	4.03095e-005	4.35026e-006	7.49533e-007	6.43079e-008	9.70585e-009	6.23428e-010	7.21859e-011	2.69106e-012	2.50482e-013	1.54946e-014	1.33227e-015	7.80101e-017	4.98467e-018	
