NODE	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.13531	0.130325	0.121417	0.109868	0.0968046	0.0831611	0.0697214	0.0571351	0.0458712	0.036175	0.0280856	0.0215091	0.0163035	0.0123123	0.00927233	0.00696713	0.00522229	0.00390118	0.00289986	0.00214108	0.00156789	0.00113792	0.000818828	0.000585197	0.000416681	0.000296928	0.000212956	0.000154683	0.000114481	8.67372e-005	6.74499e-005	5.38827e-005	4.43739e-005	3.84883e-005	
N2	0.3887	0.140859	0.0717132	0.0514287	0.0443164	0.0409444	0.0389536	0.037791	0.0372894	0.0372575	0.0224005	0.018457	0.012497	0.0106179	0.00774233	0.00662393	0.00483774	0.00409392	0.00294235	0.0024994	0.0018115	0.00160963	0.0012394	0.00121224	0.00103742	0.00112944	0.00105819	0.0012112	0.00116219	0.00129443	0.00129161	0.00135398	0.00129685	0.00132694	
N3	0.391738	0.136953	0.0647119	0.0440159	0.0376615	0.035808	0.0362468	0.0384937	0.0420272	0.0458719	0.0268398	0.021877	0.0135426	0.0110577	0.00741931	0.00615335	0.00424189	0.00360057	0.00258637	0.00238703	0.00191883	0.00205221	0.00189169	0.00225058	0.00217203	0.0025537	0.00230859	0.00246734	0.00198621	0.00190736	0.00159315	0.00143812	0.00117041	0.00105618	
N4	0.31059	0.108637	0.0558818	0.0469545	0.0531202	0.063506	0.0696375	0.0668937	0.0569345	0.0444509	0.0186855	0.0110901	0.00557237	0.00424179	0.0035641	0.00466869	0.00611558	0.0092441	0.0111692	0.0134282	0.0120179	0.0103045	0.00649182	0.00392022	0.00175569	0.000764213	0.000251365	8.14851e-005	2.03951e-005	5.06698e-006	1.05753e-006	2.09107e-007	3.62016e-008	7.08181e-009	
N5	0.30668	0.1149	0.069178	0.0665538	0.0738853	0.0735695	0.0615719	0.0445492	0.0291465	0.0180691	0.00624091	0.00414923	0.00358541	0.00616275	0.0098026	0.0171394	0.0215317	0.0252579	0.0202603	0.0149771	0.00748246	0.00361964	0.00116863	0.00040141	8.90563e-005	2.35792e-005	3.76063e-006	8.08846e-007	9.91681e-008	1.92157e-008	2.9312e-009	4.99279e-010	6.64516e-011	9.64021e-012	
N6	0.30871	0.125563	0.0817986	0.0726365	0.0622114	0.0438212	0.0255355	0.0132504	0.00700256	0.00505718	0.00349547	0.00718293	0.0125397	0.0284224	0.0401286	0.0548731	0.0451734	0.0353855	0.0165626	0.00781109	0.00208866	0.00062717	0.00010058	2.03471e-005	2.0563e-006	2.79634e-007	1.73259e-008	1.53944e-009	5.23707e-011	3.30155e-012	1.37582e-013	7.3575e-015	2.72254e-016	1.08344e-017	
N7	0.309642	0.128263	0.0845829	0.0725654	0.0575278	0.0364696	0.019006	0.00913347	0.00501424	0.00462978	0.00387374	0.00895902	0.0160431	0.035592	0.048665	0.061351	0.0466086	0.03211	0.013137	0.00529471	0.00117178	0.000312568	3.81185e-005	8.43223e-006	5.71083e-007	1.43749e-007	5.88728e-009	1.92102e-009	3.48395e-011	8.86869e-012	2.02293e-013	5.61778e-014	4.35667e-015	1.28453e-015	
N8	0.30854	0.130124	0.0832631	0.0638715	0.0427818	0.0226387	0.0104881	0.00538688	0.00423449	0.00685274	0.00679185	0.0183333	0.0293505	0.0574514	0.0653947	0.0680675	0.041993	0.0235451	0.00765032	0.00262841	0.000466251	0.000127794	1.38261e-005	4.16784e-006	3.40901e-007	1.16852e-007	8.49584e-009	2.71813e-009	8.51475e-011	1.81023e-011	1.03596e-012	2.70876e-013	3.5802e-014	8.43071e-015	
N9	0.284118	0.118777	0.0619971	0.0323184	0.0149681	0.00655134	0.00323701	0.00242032	0.00413183	0.0138483	0.0251366	0.0616351	0.0853375	0.110932	0.0850662	0.0559878	0.0224362	0.00844909	0.00195854	0.000562251	9.67928e-005	2.87811e-005	4.46476e-006	1.27807e-006	1.66794e-007	3.81005e-008	3.62213e-009	6.05353e-010	3.34751e-011	4.34363e-012	3.38022e-013	4.20579e-014	3.47093e-015	3.72177e-016	
