NODE	2	3	4	5	6	7	8	9	10	11	12	13	14	
N1	0.000407189	0.703544	0.00255476	2.9619e-005	0.286904	0.00650998	4.99665e-005	4.09054e-007	2.89633e-009	1.85775e-011	5.96841e-013	4.63719e-018	1.77926e-019	
N2	2.64059e-007	0.0264065	8.11107e-006	4.51375e-006	0.973467	0.00011316	1.50925e-007	6.88509e-011	1.31876e-011	1.55586e-011	1.85948e-008	6.84042e-012	5.68508e-014	
N3	1.52605e-010	0.00112465	9.01365e-009	1.25583e-007	0.998872	3.33242e-006	5.28812e-011	9.21019e-014	3.15031e-014	1.25627e-013	2.2183e-008	4.82591e-013	1.38232e-015	
N4	1.71768e-011	8.88577e-005	2.18517e-009	2.27777e-007	0.999908	2.48503e-006	1.18702e-011	9.14484e-014	6.39353e-014	7.25402e-013	2.28031e-008	2.05329e-013	1.72502e-015	
N5	9.32699e-017	1.85994e-008	2.04025e-013	5.51464e-010	0.040802	4.94157e-009	8.10601e-016	1.22997e-017	1.38096e-011	1.72075e-005	0.959181	1.35986e-007	3.32511e-011	
N6	5.57402e-017	3.96876e-009	3.73271e-013	2.83975e-009	0.028283	5.60353e-009	6.03048e-016	8.50781e-017	1.45601e-011	4.04055e-005	0.971676	4.19397e-007	3.02637e-009	
N7	1.74537e-017	2.48392e-010	3.63688e-012	8.93133e-010	0.00705664	8.77096e-009	3.32471e-014	2.14693e-014	1.91798e-011	2.2333e-005	0.992915	6.12146e-006	8.4987e-008	
N8	3.5927e-018	5.99185e-011	1.4463e-012	6.53656e-009	0.00110125	1.95595e-009	1.44941e-014	7.30572e-014	1.41351e-009	0.00107011	0.997821	7.43567e-006	8.50558e-008	
Atrachelacris_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N9	2.21008e-018	2.26894e-011	8.08835e-013	9.41582e-011	0.000364749	8.79127e-010	1.01399e-013	2.86543e-012	2.66454e-010	1.50132e-005	0.999603	1.65019e-005	5.23784e-007	
Leiotettix_viridis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Pseudoscopas_nigrigena	0	0	0	0	0	0	0	0	0	0	1	0	0	
N10	4.85626e-020	8.36314e-012	1.73157e-014	2.32076e-010	0.000261434	7.64075e-011	1.09421e-016	6.31146e-016	4.63566e-011	0.000645343	0.999091	1.84291e-006	2.0982e-009	
N11	9.11928e-020	5.20396e-012	1.48602e-014	1.46301e-011	0.000228477	6.03169e-011	7.15598e-017	2.87813e-014	2.00917e-010	0.000513447	0.999256	1.8451e-006	4.13454e-008	
N12	1.61275e-022	4.08855e-014	9.31741e-017	1.10385e-011	2.61953e-006	6.722e-013	5.18688e-018	8.05406e-015	7.2707e-010	0.00535088	0.994645	1.54366e-006	1.77756e-009	
