NODE	2	3	4	5	6	7	8	9	10	11	12	13	14	
N1	5.28894e-007	0.200094	2.15035e-005	3.17173e-007	0.799407	0.000476941	1.16363e-007	6.5022e-011	4.06652e-014	8.56381e-019	3.14156e-018	1.37509e-019	2.81703e-021	
N2	1.45218e-007	0.0436715	1.70864e-006	1.17677e-006	0.956296	2.96998e-005	6.5015e-009	7.30886e-012	5.57208e-012	5.85865e-012	1.59827e-008	6.17513e-013	1.1486e-014	
N3	2.1399e-007	0.0379323	8.68758e-007	2.05309e-006	0.962033	3.10553e-005	4.21876e-009	6.4146e-012	2.05088e-011	7.05461e-011	1.72533e-008	4.97065e-013	4.89234e-014	
N4	4.87264e-011	0.000234324	4.71808e-009	3.77581e-007	0.999762	3.30257e-006	9.2392e-011	1.68056e-013	3.71858e-013	2.93578e-013	1.23498e-008	2.65299e-013	3.42334e-016	
N5	4.80268e-016	2.33899e-007	1.3526e-013	7.32529e-010	0.094308	3.75862e-009	1.18092e-016	3.89195e-018	2.59862e-010	0.00136709	0.904325	3.43866e-008	6.00169e-012	
N6	2.10139e-015	1.13916e-007	6.02666e-013	2.24553e-008	0.0738606	9.94053e-009	1.13019e-015	1.17773e-015	1.62215e-010	0.00140817	0.924731	2.76579e-007	5.16243e-009	
N7	5.7545e-016	8.52075e-009	7.62591e-012	3.4538e-009	0.0298309	2.11821e-008	2.61988e-014	6.6802e-014	5.25856e-010	0.000734939	0.969431	2.97123e-006	4.05131e-008	
N8	1.43696e-018	5.67939e-011	2.6038e-013	3.96468e-009	0.00154719	8.31947e-010	1.75797e-015	3.10476e-015	5.52729e-009	0.0264702	0.97198	2.16167e-006	5.77634e-009	
N9	3.7204e-019	1.04147e-011	8.12865e-014	1.66234e-009	0.000748403	2.6167e-010	4.72701e-016	1.43341e-013	1.20354e-008	0.0264767	0.972774	1.27439e-006	2.23906e-008	
Atrachelacris_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N10	8.98163e-020	3.65808e-012	4.35135e-014	1.26938e-011	0.000104241	1.07303e-010	1.31858e-013	3.34434e-012	4.50526e-009	0.00322557	0.996644	2.53295e-005	4.44037e-007	
N11	3.2097e-024	1.98437e-015	3.87336e-018	1.92078e-012	1.03272e-006	6.98759e-014	2.34367e-019	1.18937e-015	2.47892e-010	0.00617057	0.993828	3.82964e-007	2.05024e-010	
Leiotettix_pulcher	0	0	0	0	0	0	0	0	0	1	0	0	0	
Scotussa_lemniscata	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_impudica	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_daguerrei	0	0	0	0	0	0	0	0	0	1	0	0	0	
N12	2.75916e-015	3.74894e-009	2.30506e-010	1.22482e-008	0.0188818	1.09143e-007	3.20832e-012	3.9863e-011	3.93134e-009	3.54151e-005	0.981044	3.53179e-005	3.56422e-006	
Leiotettix_viridis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Pseudoscopas_nigrigena	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichromatos_lilloanus	0	0	0	0	0	0	0	0	0	1	0	0	0	
N13	2.87307e-015	8.73401e-008	4.94494e-012	1.3106e-007	0.0852708	3.36017e-008	4.61949e-015	5.95942e-016	1.89221e-008	0.0243959	0.890332	5.2134e-007	5.13611e-009	
N14	2.39839e-015	1.12981e-008	1.20179e-010	1.86947e-005	0.0714848	7.67328e-008	1.37797e-013	8.44393e-012	1.07237e-005	0.062503	0.86598	2.23289e-006	2.08759e-008	
N15	4.22041e-014	5.13983e-009	5.09875e-009	0.000105854	0.0696085	1.46766e-007	3.6468e-012	3.25893e-008	0.0005698	0.0638878	0.865823	4.91026e-006	2.85464e-007	
Chlorus_bolivianus	0	0	0	0	0	0	0	0	1	0	0	0	0	
Ommatolampis_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
Ronderosia_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N16	3.32655e-015	1.46191e-008	3.12876e-010	2.47293e-005	0.0471065	1.60078e-007	1.5413e-012	1.8603e-011	2.29574e-005	0.117145	0.835692	8.70131e-006	9.13676e-008	
N17	1.99164e-014	3.59744e-009	5.7009e-009	0.000139345	0.0429804	7.56291e-008	1.02022e-011	1.12925e-007	0.00150902	0.118906	0.836459	5.65981e-006	1.06595e-007	
Dichroplus_maculipennis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_vittatus	0	0	0	0	0	0	0	0	1	0	0	0	0	
Leiotettix_flavipes	0	0	0	0	0	0	0	0	0	1	0	0	0	
N18	1.00059e-013	1.58971e-005	1.84128e-011	6.47007e-009	0.999984	9.94403e-008	6.79768e-015	1.06304e-017	1.15152e-018	2.60763e-016	1.24268e-008	5.15314e-015	2.94217e-018	
N19	4.02604e-013	1.0786e-005	6.341e-011	2.50139e-008	0.999989	2.42723e-007	2.81525e-014	1.11043e-016	6.46284e-017	5.36336e-015	1.24323e-008	7.52798e-015	9.91197e-017	
N20	1.46423e-012	6.78982e-006	2.20261e-009	9.43682e-008	0.999993	5.85049e-007	1.72633e-013	2.69437e-015	5.37541e-015	6.42074e-013	1.24402e-008	1.42564e-014	1.49661e-016	
N21	1.23543e-015	5.96684e-008	3.93091e-011	2.83117e-008	0.245102	9.96502e-008	1.28113e-013	3.72941e-014	8.66243e-010	5.68327e-006	0.754892	8.32339e-007	1.00309e-009	
Dichroplus_conspersus	0	0	0	0	0	0	0	0	0	0	1	0	0	
N22	4.53318e-016	4.66843e-008	1.05084e-011	1.10353e-007	0.240652	6.30321e-008	4.01819e-014	3.68032e-014	1.18452e-009	2.81913e-005	0.759319	6.41129e-007	2.6426e-009	
N23	1.02768e-014	4.41778e-009	3.59092e-009	0.000284329	0.20893	1.37114e-007	1.71678e-012	2.83933e-010	0.000111003	0.0583928	0.732281	1.31757e-006	9.3988e-009	
Dichroplus_pratensis	0	0	0	0	0	0	0	0	1	0	0	0	0	
N24	7.37784e-017	6.92927e-009	3.59804e-011	1.05686e-006	0.00954324	3.44618e-009	3.86859e-013	2.18031e-011	8.07896e-007	0.0594861	0.930967	2.06573e-006	9.6164e-009	
