NODE	6	7	8	9	10	11	12	13	14	15	16	17	18	19	
N1	9.40047e-006	0.022377	0.92823	0.0493532	2.99897e-005	3.24539e-009	4.34114e-012	1.64689e-017	4.65614e-019	5.20526e-021	1.75286e-023	2.91502e-026	2.92596e-029	2.21489e-032	
N2	0.000134587	0.0544871	0.85067	0.0943125	0.000395602	2.36849e-007	1.63943e-009	3.80757e-012	2.10991e-013	8.24274e-016	4.91294e-017	9.45047e-021	3.3857e-023	5.20426e-026	
N3	0.000211361	0.00669198	0.365078	0.599853	0.0278187	0.000256822	8.81318e-005	1.61244e-006	2.96856e-007	8.34674e-010	1.10311e-010	1.16295e-013	1.15181e-015	1.51472e-017	
N4	6.1065e-016	3.71735e-016	3.51302e-010	5.32745e-005	0.999941	5.5525e-006	3.60886e-011	7.71875e-017	6.01268e-032	5.06e-032	1.69926e-031	6.33203e-032	1.42357e-031	3.31372e-031	
Acanthops_falcata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Pseudacanthops_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N5	3.53932e-005	0.00235194	0.294485	0.681003	0.0216383	0.000422087	6.11986e-005	1.69907e-006	9.96837e-007	5.94537e-008	1.82526e-007	2.69526e-009	3.63099e-010	3.49361e-012	
Liturgusa_cursor	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Liturgusa_maya	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N6	0.000372694	0.412969	0.581538	0.00511634	3.65974e-006	1.53938e-009	2.24529e-011	3.45844e-011	2.4427e-010	2.77792e-011	1.83189e-011	1.92312e-014	4.9018e-016	7.29561e-019	
N7	0.000276732	0.89137	0.108306	4.67515e-005	1.74921e-008	6.42301e-010	1.45061e-010	2.7807e-010	3.82801e-010	1.13973e-012	3.77658e-015	3.48977e-020	1.75696e-023	6.16619e-026	
N8	0.000732239	0.893926	0.105206	0.000136153	2.68902e-008	6.84617e-011	1.72576e-010	3.21664e-010	5.35983e-010	1.25793e-013	2.03027e-016	1.1336e-021	5.20376e-025	1.7514e-027	
