NODE	2	3	4	5	6	7	8	9	10	11	12	13	14	
N1	4.58079e-008	0.0833491	3.40074e-006	1.03091e-007	0.916378	0.000269293	3.23279e-008	1.54897e-011	1.28021e-017	5.92018e-019	9.29311e-019	2.45785e-020	3.17983e-022	
N2	7.63414e-009	0.00462981	1.47189e-007	1.71672e-006	0.99535	1.86751e-005	2.02433e-009	5.47318e-012	2.32586e-012	2.01106e-012	3.2611e-009	1.12622e-013	1.43063e-015	
N3	1.52828e-011	0.000175093	1.20207e-009	6.60685e-007	0.999823	1.13104e-006	1.52968e-012	1.20137e-015	4.58228e-014	1.30821e-010	3.46818e-009	9.71937e-015	1.27545e-017	
N4	6.11236e-012	8.07185e-005	3.75459e-010	8.993e-008	0.999918	7.91329e-007	4.79788e-013	1.79881e-014	3.07555e-013	1.42623e-010	3.48637e-009	5.91363e-015	6.54772e-017	
N5	1.00338e-017	3.12694e-009	6.53479e-014	1.23029e-008	0.0243352	1.66611e-009	2.32553e-016	9.0591e-017	1.8132e-008	0.0116872	0.963977	1.10582e-007	7.82992e-012	
N6	2.5369e-017	1.04951e-009	2.80705e-013	2.25196e-008	0.0158644	3.05224e-009	8.40744e-016	9.76494e-016	1.05119e-008	0.0428604	0.941275	5.3349e-007	9.94866e-009	
N7	2.57455e-019	1.46422e-011	1.00078e-013	2.79242e-009	0.000831527	4.19656e-010	1.06439e-015	2.87168e-014	1.95386e-008	0.0690319	0.930134	2.21108e-006	8.2382e-009	
Atrachelacris_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N8	1.12977e-021	1.55371e-013	1.03448e-015	1.0179e-010	6.33619e-005	9.76822e-012	6.58706e-017	6.54097e-014	7.51104e-009	0.0672662	0.93267	6.99356e-007	3.55544e-009	
N9	2.30589e-023	6.67713e-015	4.84932e-017	1.21803e-013	6.79485e-006	8.97191e-013	1.22664e-015	7.7829e-014	1.40346e-009	0.0125069	0.987481	5.4217e-006	7.16968e-008	
N10	3.22371e-026	3.45922e-017	1.84606e-019	1.71114e-013	1.66289e-007	6.43676e-015	1.01472e-019	1.12917e-015	4.12357e-010	0.0138057	0.986194	1.77737e-007	1.35961e-010	
Leiotettix_pulcher	0	0	0	0	0	0	0	0	0	1	0	0	0	
Scotussa_lemniscata	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_impudica	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_daguerrei	0	0	0	0	0	0	0	0	0	1	0	0	0	
Dichromatos_lilloanus	0	0	0	0	0	0	0	0	0	1	0	0	0	
N11	2.28265e-017	4.04693e-010	2.38879e-013	3.28572e-007	0.0229448	4.77976e-010	2.24783e-017	1.0155e-013	1.27704e-007	0.0116639	0.965391	3.2555e-008	5.27446e-011	
Chlorus_bolivianus	0	0	0	0	0	0	0	0	1	0	0	0	0	
N12	1.72944e-018	1.83383e-010	3.11383e-012	6.35801e-009	0.0177597	1.52612e-009	4.82389e-015	5.17714e-013	2.67832e-008	0.00956537	0.972675	3.57972e-007	2.68742e-008	
N13	7.43712e-018	7.15826e-011	4.55613e-012	4.675e-008	0.0101375	1.0028e-008	2.49327e-014	1.01311e-012	4.05309e-008	0.0105077	0.979351	3.38299e-006	1.35915e-007	
Leiotettix_viridis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Ronderosia_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
Pseudoscopas_nigrigena	0	0	0	0	0	0	0	0	0	0	1	0	0	
N14	6.31908e-011	4.316e-005	1.99577e-008	1.03852e-006	0.999947	8.58789e-006	7.51307e-011	8.86172e-012	2.09517e-011	1.84244e-010	3.4311e-009	1.41563e-014	5.27444e-016	
N15	3.92488e-013	2.52041e-006	1.37819e-008	3.90321e-006	0.999993	6.23053e-007	1.21353e-012	4.88278e-015	1.02851e-013	1.74336e-012	1.79166e-010	5.21972e-016	1.28045e-017	
N16	2.64485e-012	2.29833e-006	1.97192e-008	4.47991e-005	0.999953	2.8857e-007	4.61035e-014	3.2282e-015	1.06075e-012	9.64717e-012	1.70341e-010	9.59287e-017	2.60145e-019	
N17	1.59279e-012	2.19102e-007	5.31065e-008	0.00218348	0.917376	1.06118e-006	3.11325e-011	3.2449e-009	8.50025e-005	0.000190309	0.0801635	1.17622e-007	1.59237e-009	
Dichroplus_conspersus	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_pratensis	0	0	0	0	0	0	0	0	1	0	0	0	0	
N18	4.74301e-009	6.15282e-006	0.000670664	0.0033766	0.995945	1.14752e-006	3.3483e-012	2.08176e-013	1.6604e-013	3.4868e-012	1.00084e-010	8.48562e-017	1.42239e-019	
Dichroplus_democraticus	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_silveiraguidoi	0	0	1	0	0	0	0	0	0	0	0	0	0	
N19	2.40777e-017	1.44962e-009	1.4651e-012	1.06743e-009	0.0228173	9.47557e-009	2.60364e-014	5.28397e-015	6.75282e-013	8.3317e-008	0.977181	1.33854e-006	2.38615e-009	
N20	1.67144e-020	4.65347e-012	2.14796e-015	1.15928e-011	0.00175159	1.10613e-010	1.39214e-017	2.8451e-018	1.88461e-015	2.61056e-008	0.998248	3.06515e-007	4.92632e-010	
Dichroplus_exilis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_fuscus	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_schulzi	0	0	0	0	0	0	0	0	0	0	1	0	0	
N21	3.23496e-015	3.35957e-008	4.11361e-011	6.56912e-009	0.0237	5.41985e-008	1.67118e-012	4.25498e-013	3.87445e-010	2.04464e-005	0.976267	1.28161e-005	4.10416e-008	
Dichroplus_elongatus	0	0	0	0	0	0	0	0	0	0	1	0	0	
N22	1.24454e-028	2.06654e-014	6.58688e-019	1.04072e-011	2.1552e-005	1.07431e-013	3.98563e-022	2.2838e-018	5.66189e-012	0.00268138	0.997297	2.29369e-008	9.85196e-013	
Dichroplus_paraelongatus	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_patruelis	0	0	0	0	0	0	0	0	0	1	0	0	0	
N23	1.89136e-010	7.28185e-005	3.19375e-008	0.000255841	0.836088	8.47454e-006	1.42998e-010	5.35669e-011	2.15548e-005	0.00288525	0.160666	1.74292e-006	1.70649e-007	
N24	7.62288e-011	2.67059e-006	7.77073e-007	0.00635848	0.619254	3.78969e-006	1.50384e-009	2.48489e-007	0.00127639	0.00796789	0.365127	9.03221e-006	8.44907e-008	
Dichroplus_maculipennis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichroplus_vittatus	0	0	0	0	0	0	0	0	1	0	0	0	0	
Leiotettix_flavipes	0	0	0	0	0	0	0	0	0	1	0	0	0	
N25	1.11619e-012	3.17576e-005	5.74718e-011	6.87594e-009	0.173222	1.02005e-007	1.31193e-013	2.67897e-015	2.81701e-013	2.48423e-008	0.826745	9.16366e-007	1.48826e-009	
N26	1.43632e-011	2.15323e-005	4.59612e-010	5.54926e-008	0.156126	4.7341e-007	1.85792e-012	2.27489e-013	1.02074e-010	9.68791e-007	0.843841	9.10508e-006	1.21823e-006	
N27	8.63634e-013	6.3992e-007	1.23219e-009	4.09175e-008	0.0368743	3.6231e-007	2.22898e-011	5.98124e-012	3.01814e-010	3.06829e-006	0.963047	7.31964e-005	1.59239e-006	
N28	1.90166e-014	3.70045e-008	6.73234e-011	5.4285e-009	0.0119003	5.25873e-008	1.04712e-012	5.11496e-013	5.12081e-011	1.79309e-006	0.988063	3.37178e-005	7.73864e-007	
Dichromorpha_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
Leptysma_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	
Hyalopteryx_rufipennis	0	0	0	0	0	0	0	0	0	0	1	0	0	
N29	2.21327e-018	1.66674e-010	1.94803e-014	1.63296e-011	0.000397546	1.49083e-010	8.63026e-016	3.05818e-016	2.41988e-014	1.31837e-007	0.999596	6.02177e-006	1.52087e-009	
N30	2.72341e-021	1.9616e-012	1.27917e-017	1.48275e-013	6.06051e-005	1.70543e-012	1.30816e-019	6.87139e-020	9.12864e-017	1.00478e-008	0.999939	3.31062e-007	1.56528e-010	
Zoniopoda_hempeli	0	0	0	0	0	0	0	0	0	0	1	0	0	
Zoniopoda_omnicolor	0	0	0	0	0	0	0	0	0	0	1	0	0	
Zoniopoda_tarsata	0	0	0	0	0	0	0	0	0	0	1	0	0	
N31	6.62602e-013	5.18332e-006	3.95151e-011	1.15318e-008	0.103293	1.02475e-007	1.12946e-013	6.26084e-015	2.32921e-012	2.2614e-007	0.896699	2.5996e-006	4.05566e-008	
