NODE	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.107822	0.104852	0.0994661	0.0923707	0.0842101	0.0755289	0.0667586	0.0582237	0.0501564	0.0427152	0.036004	0.0300917	0.0250348	0.0208598	0.0174089	0.0145527	0.0121853	0.0102199	0.00858521	0.00722284	0.00608501	0.00513265	0.00433384	0.0036625	0.00309733	0.0026209	0.00221894	0.00187972	0.00159358	0.00135266	0.00115082	0.000984105	0.000852575	0.000766305	
N2	0.358255	0.144351	0.0746045	0.052057	0.0443397	0.041261	0.0398962	0.0394004	0.0393147	0.0391325	0.0263427	0.0217691	0.0156158	0.012831	0.00957667	0.00765571	0.0056341	0.00437585	0.0032248	0.00257172	0.00203713	0.00180351	0.00162306	0.0016118	0.00157428	0.0016054	0.00153332	0.00145897	0.00126453	0.00106696	0.000826654	0.000616922	0.000435927	0.000331607	
N3	0.36038	0.141021	0.069604	0.04776	0.0427545	0.0441095	0.04774	0.0508321	0.0511714	0.0479246	0.026353	0.0179087	0.00984251	0.0067165	0.00418218	0.00325123	0.0024955	0.00244459	0.00238896	0.00279379	0.00295102	0.0033409	0.00312793	0.00295497	0.00222193	0.00166072	0.000983369	0.000584139	0.000278656	0.000134175	5.5292e-005	2.1948e-005	7.73017e-006	3.0951e-006	
N4	0.355917	0.13955	0.0697896	0.0494273	0.0459622	0.0483813	0.0516481	0.0526381	0.0501815	0.0449685	0.0225786	0.0147507	0.00754232	0.0053218	0.00341673	0.0031254	0.00278225	0.00334857	0.00359276	0.00450903	0.00447238	0.00477814	0.00378181	0.00320425	0.00192894	0.00130006	0.000588064	0.000322334	0.000105399	4.9395e-005	1.8512e-005	1.03817e-005	5.11729e-006	3.15008e-006	
N5	0.329347	0.133585	0.0729146	0.057614	0.0572989	0.0585033	0.0547509	0.0460324	0.035669	0.026621	0.0117464	0.00807009	0.00541801	0.00619196	0.0070206	0.0103856	0.0124505	0.0159436	0.0149689	0.0141795	0.00948461	0.00646332	0.00304835	0.00151931	0.000513941	0.000192579	4.81968e-005	1.41152e-005	2.76931e-006	6.60723e-007	1.25752e-007	2.47805e-008	4.0248e-009	7.52201e-010	
N6	0.309361	0.129744	0.074043	0.0587751	0.0547295	0.0497025	0.0414438	0.0332885	0.028066	0.0265614	0.0143478	0.0142814	0.0119318	0.016416	0.0181797	0.0250628	0.0250638	0.0262846	0.0186846	0.0133694	0.00621676	0.00306317	0.000940401	0.000344005	7.35743e-005	2.1523e-005	3.25759e-006	7.50717e-007	6.94395e-008	1.26889e-008	1.60042e-009	2.99024e-010	4.0824e-011	6.62526e-012	
N7	0.26405	0.109307	0.0612422	0.0478475	0.0446534	0.0419914	0.0377753	0.0340848	0.0338845	0.0391973	0.0267853	0.028754	0.0249168	0.0298295	0.0307496	0.0364564	0.0330882	0.0303076	0.0194909	0.0133431	0.0061684	0.0036242	0.00135119	0.000734336	0.000226777	0.000104528	2.46205e-005	8.89919e-006	1.45962e-006	4.39869e-007	9.42544e-008	2.6665e-008	5.65269e-009	1.49169e-009	
N8	0.00380649	0.0233588	0.047893	0.0665674	0.0635299	0.0111379	0.0140784	0.0408188	0.0749688	0.0786964	0.0244735	0.00542115	0.014644	0.0554656	0.110143	0.16752	0.128089	0.0617966	0.0070372	0.000533424	2.05749e-005	7.13003e-007	1.44261e-008	2.87076e-010	3.55877e-012	4.56389e-014	3.814e-016	3.42461e-018	2.07575e-020	1.38646e-022	7.25619e-025	3.83774e-027	1.66144e-029	7.36157e-032	
Acanthoxyla_geisovii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Phobaeticus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
