NODE	2	3	4	5	6	7	8	9	10	11	12	13	14	
N1	6.22376e-006	0.258235	0.000187343	3.2402e-006	0.738513	0.00305044	4.17738e-006	8.60439e-009	1.89378e-011	5.87354e-014	3.72099e-013	9.63384e-018	4.99254e-019	
N2	3.33765e-006	0.0516281	3.04473e-005	2.83569e-005	0.947876	0.000432716	7.61044e-007	3.16249e-009	1.85161e-009	5.2482e-010	4.7701e-007	3.19205e-010	2.63176e-011	
N3	4.89711e-008	0.0050092	1.2343e-006	8.20744e-006	0.994895	8.53279e-005	3.33536e-008	2.14511e-010	8.63468e-011	7.34557e-011	7.44731e-007	2.63948e-010	6.8868e-012	
N4	4.2075e-012	5.31551e-005	4.89127e-010	1.60274e-007	0.999944	1.54208e-006	3.00478e-012	9.51914e-016	7.73728e-017	1.03751e-011	8.07148e-007	4.16892e-012	3.10631e-015	
N5	3.71773e-014	6.2006e-006	3.65346e-012	1.97974e-008	0.999993	1.40493e-007	1.35508e-014	8.65995e-018	3.90676e-016	9.89846e-011	8.09477e-007	4.0753e-013	3.68369e-016	
N6	7.65662e-016	1.12714e-008	9.14889e-012	8.87842e-008	0.0547911	5.06271e-008	1.49952e-013	5.43803e-013	1.97417e-007	0.0162012	0.929005	1.92158e-006	7.91393e-009	
N7	4.72112e-018	1.48967e-010	2.61921e-013	1.79412e-007	0.00814783	1.03998e-009	1.27091e-016	3.36509e-015	2.66649e-007	0.155453	0.836398	1.91983e-007	2.3372e-010	
N8	4.82891e-018	8.17582e-011	5.63042e-012	7.63274e-008	0.00603643	3.04312e-009	1.09016e-014	1.92894e-013	8.75152e-008	0.15823	0.835732	1.12979e-006	3.77718e-008	
N9	7.48422e-017	2.81048e-010	1.72933e-011	3.89131e-008	0.00151854	9.70157e-009	2.77482e-012	3.12476e-010	2.89059e-006	0.156186	0.842251	3.86728e-005	2.04241e-006	
Atrachelacris_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
Leiotettix_viridis	0	0	0	0	0	0	0	0	0	0	1	0	0	
Dichromatos_lilloanus	0	0	0	0	0	0	0	0	0	1	0	0	0	
N10	1.78086e-015	3.26015e-010	6.50636e-010	0.00025986	0.00223581	9.99471e-009	9.43179e-013	3.12917e-009	0.00325865	0.929761	0.0644835	7.30426e-007	9.96167e-009	
Chlorus_bolivianus	0	0	0	0	0	0	0	0	1	0	0	0	0	
Ronderosia_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	
N11	7.21214e-017	7.40616e-010	8.11616e-012	4.39091e-008	0.00294048	9.8391e-009	3.04621e-013	7.97017e-012	6.81964e-008	0.0170901	0.979947	2.17008e-005	1.70578e-007	
N12	1.59116e-019	5.92581e-012	2.8892e-014	2.03395e-011	0.000213639	1.58445e-010	1.45281e-014	3.10669e-013	4.26979e-011	4.95533e-005	0.999726	1.03116e-005	9.2144e-008	
N13	6.15376e-022	5.16413e-014	2.87768e-016	6.72425e-013	2.03244e-005	5.78281e-012	9.65639e-018	2.59763e-016	1.87598e-012	1.21583e-005	0.999966	1.69194e-006	4.99007e-009	
N14	1.00748e-040	1.15379e-027	2.17097e-036	9.92917e-016	4.11925e-009	4.35686e-025	3.95929e-037	4.90351e-027	5.28474e-013	0.00253865	0.997461	5.16682e-009	1.4777e-020	
Leiotettix_pulcher	0	0	0	0	0	0	0	0	0	1	0	0	0	
Marellia_remipes	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_lemniscata	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_impudica	0	0	0	0	0	0	0	0	0	0	1	0	0	
Scotussa_daguerrei	0	0	0	0	0	0	0	0	0	1	0	0	0	
